-4.873384331214854481e-01,-1.066854513077466704e+00,2.222794259008861739e-01,4.412672016083091231e-01,4.030024025684277866e-01,4.896131385298871930e-01,5.227498413912671227e-01,8.581092921881308677e-02,6.618140124221018050e-01,1.148360856192655932e+00,9.832313838208356360e-01,6.695780945304580234e-01,2.332482278979675638e-01,-1.638199960448869952e+00,1.846762403553483090e+00,3.055718822113471234e-01,-8.272307100989427786e-01,1.235669431966953530e-01,4.464950896727569174e-01,4.115463727048583875e-01,-1.028958142329404666e+02
2.854438530080294356e+00,-5.438249420232661446e-01,2.029258755542180936e-01,1.034409960591535088e-01,-2.083227484558594966e+00,-1.346760983807685275e+00,-9.273369552109013148e-01,1.224436429835596973e-01,-1.282221430488851066e+00,1.248384379083849138e+00,-1.790580692944331032e-01,1.233774529491199035e+00,-3.993984071627191268e-01,6.608032416221049088e-01,1.404309285201396529e+00,6.397636551071731459e-01,-1.300176910326060531e+00,4.743770978980755837e-01,-7.526674258191602407e-01,3.112880596795530863e-01,1.740215181434784881e+02
1.686615959374162754e+00,-1.543891406850781634e+00,1.151361647294122520e-01,9.478074103029846542e-01,1.425210466776888119e+00,-4.337270757136693078e-01,3.530727818525983164e+00,-3.267668924774726147e+00,1.500011080269329500e-01,8.795306833297571458e-01,3.877922978749843153e-01,-6.029258375397276160e-01,1.525413314338507798e+00,-1.258139001263324508e-01,-4.281480976686515838e-01,-1.548344743153043268e+00,-3.825019885806660858e-01,-7.761550504097382008e-01,-6.144623436320517662e-01,-1.355325826359047969e+00,4.586039990016632117e+01
1.193839814344938244e+00,-6.688807510978991289e-01,-1.614196021900051514e+00,-1.328216033083971626e+00,7.351228298552059393e-01,-2.459433648646825454e-01,-2.028900780532355008e-01,7.388153918468275405e-01,-1.652899504438464895e+00,-7.116205152185058891e-01,-2.586149009666726672e-01,-6.584250734445684650e-01,6.997043337329030832e-01,8.779660399673238080e-01,5.873963885455831813e-01,-4.617987494068416798e-01,1.282075361733219010e+00,-7.679308041945575036e-01,-8.421049388627233068e-02,6.902352706025095819e-02,-3.558050894485981530e+01
1.540458589226046393e-01,1.219147322749100759e+00,8.454224799839031579e-02,-3.967495588405502843e-02,1.728967328011389082e+00,-2.540005136953468190e-01,4.448630570545974439e-01,2.026244400157257708e+00,7.840971865225281334e-01,4.413444699656277059e-01,2.993413305371024347e-01,-7.662728195734656023e-01,1.124404986237909965e+00,-6.616975128727075051e-01,-1.216772607539634704e-01,1.464710693004503128e-01,3.932328698208295004e-01,5.847682923127941468e-01,-1.339402756624640700e+00,2.353264006365051175e-01,9.475272101404388536e+01
1.088027430923103722e+00,-6.334845112224687380e-01,1.452333222494361031e+00,-5.521559820199782864e-01,-5.855914567828383877e-02,7.842142393827821190e-01,-3.966535585110875783e-01,2.679631206148229694e-01,2.718464365515950387e+00,1.609100996442647480e+00,2.576622094569845922e-01,6.351647620263998206e-01,-4.041610872942960064e-01,-6.140392306103478193e-01,-1.106166734006846175e+00,-8.127920596896973660e-01,-2.229538031802130726e-01,-9.418709119210427749e-01,7.978038557857890511e-01,3.528259944018614092e-01,5.736911649835887772e+01
3.140123403575721395e-01,-1.161189106712450236e+00,2.822291872044349059e-01,-3.154162844847890890e-01,9.670549300044061214e-01,-8.000224901142108935e-01,-9.895916260636399286e-01,-2.665812106353771860e+00,5.989361968018478422e-01,-7.102286261778285592e-01,1.353171564422639639e+00,1.727099350541256628e+00,2.337859223718030399e-01,2.596242329600036147e-02,1.962629714247816903e-01,-2.116161415990892511e-02,-2.185658878960014206e+00,-2.198942468681944207e-02,-4.642778256965259809e-01,-4.479140957346074425e-01,-6.703373992894438516e+01
-3.308702079165831145e-01,-4.915754975305386409e-02,4.370978059909237379e-01,1.336754620913757963e+00,1.990655849521517917e-01,-1.043057143053643276e+00,-1.351571327264849964e+00,1.145952900165277955e+00,-7.341562775087048243e-01,4.822947115493799175e-01,1.828865060333993708e-01,-6.819400930617998124e-01,7.950561980063861056e-02,1.548700877877250415e+00,-1.272572252627162115e+00,3.216704389133560604e-01,-2.529832785177243970e-02,4.752686883819383090e-01,-1.836063356133151414e+00,-1.168990974233909075e+00,-4.518269515049935592e+01
3.195652583232733157e-01,-1.388581366418047525e+00,3.628980001829544833e-01,6.084252517353204714e-01,2.518301839127603081e+00,-5.631418552962589308e-01,-1.468672123135969176e+00,3.196859224305086400e-01,8.821161749677967068e-01,4.875197195940371708e-01,-1.127030758107423258e+00,-4.756645959286143199e-01,5.597610805971013903e-01,-9.045973027348737094e-01,-7.148166628389504007e-01,-8.269348621158826296e-01,1.601429414644748528e+00,3.022301134703101466e-01,1.521514113173178806e-01,1.320315253119621390e+00,-6.706883963423095452e+00
3.713132763269245129e-01,5.813830292400608002e-01,1.924303362466279532e+00,-5.034465141938703203e-01,1.445775357941502692e+00,8.530414162538659806e-01,-2.571502822338981864e-01,8.856421943355168303e-01,-9.403776545445610147e-01,2.109978545233962277e-01,-5.380800396417623199e-01,1.440517339866533020e-01,3.797220612763922976e-01,1.743810613474157667e-01,4.251628736527763852e-01,-1.465054293657968909e+00,-4.387791221922985457e-03,-5.819983718709430542e-01,-8.504063677748147088e-01,2.530367542451262761e-02,1.326614028886912422e+02
-1.388357467183213290e-01,1.564862908728889904e-02,6.594399271157632691e-01,-1.025675309438062871e-01,1.027965876205532370e+00,2.027881435602137128e-01,1.205138072975717511e+00,7.368687720402932184e-01,8.146305326457897733e-01,-1.834798420340945313e+00,9.125600398731075202e-01,3.650070212915194623e-01,-1.263957240073876331e-01,-3.960258452456648648e-01,-8.884316849613126121e-02,-9.345461457121251314e-02,1.362442539154141263e+00,1.211627264448637220e+00,1.752096097072791459e+00,-5.975519129253810124e-01,5.681723241379435052e+01
-1.289372466217161950e+00,9.160727978554194725e-03,1.908386162220483628e+00,-1.746663227016775066e-01,3.982092112424786418e-02,8.623245353491572340e-02,-3.745958536725841337e-01,2.092274732083199584e+00,1.394167875152963809e+00,-2.439727497641691389e+00,3.785013094843365788e-01,7.967644825997182156e-01,8.249586894900038381e-01,-7.302913947487393864e-01,4.678709595975423796e-01,-7.696932522702712998e-01,-1.854301586494108367e+00,-1.310526002189559280e-01,5.360678504803223499e-01,-7.730308305381621281e-01,-3.477191460948159119e+01
1.141153033108535109e+00,8.016086838312413976e-01,1.144231735721988885e+00,-3.748791497602851353e-01,-7.545696341196407309e-01,-6.416279739953442141e-01,2.372117802336076026e-02,-3.218220581829787097e+00,-5.032416538875308376e-01,1.607551033249448480e+00,1.614833667461042621e+00,5.266054627435938773e-01,-3.122314218890834825e-01,2.041191833411562850e+00,-1.345493509195452742e+00,5.654085549285138290e-01,7.317680596908345825e-01,2.202654421516947458e+00,6.042025014897132174e-01,1.239088335709840560e+00,1.438587622205070033e+02
-7.359872872304943359e-01,-7.281611969806046913e-02,-1.025020564047477212e+00,-5.595822647898771596e-01,2.039096648196565276e-01,1.113849612279700363e-01,1.486581872024946183e+00,2.132509150495636607e+00,-2.385166529514976208e+00,6.034761275479175735e-01,-2.653891939354390272e-01,-1.526941097419069193e-01,2.438496599780036078e+00,6.461047303366203309e-02,1.656248008225857105e-01,-7.243989881192365310e-01,-1.663622198966500654e-01,1.342015501851945292e+00,7.929773742750475529e-01,6.818389878072882437e-01,-1.020104622141007269e+02
